Imagem,IoU
D14_F4_M.jpg,0.9893007278892839
D14_F5_M.jpg,0.9884311747702552
D15_F1_M.jpg,0.9882633197789445
D15_F2_M.jpg,0.9938850266995993
D15_F3_M.jpg,0.9355119589185489
D15_F4_M.jpg,0.9690354857579632
D15_F5_M.jpg,0.9918957470578627
D16_F1_M.jpg,0.9931612340041445
D16_F2_M.jpg,0.9944686786215513
D16_F3_M.jpg,0.9916884332134089
D16_F4_M.jpg,0.12536594522801076
D16_F5_M.jpg,0.0
D17_F1_M.jpg,0.9891838340772334
D17_F2_M.jpg,0.9923712478006919
D17_F3_M.jpg,0.9864153253963927
D17_F4_M.jpg,0.9851240283996806
D17_F5_M.jpg,0.9919969316713997
D18_F1_M.jpg,0.9920641992687608
D18_F2_M.jpg,0.9935103038078644
D18_F3_M.jpg,0.9868271021507063
D18_F4_M.jpg,0.9897223383280901
D18_F5_M.jpg,0.9912603228240606
D19_F1_M.jpg,0.9953356948211755
D19_F2_M.jpg,0.990337034860595
D19_F3_M.jpg,0.9873643044498804
D19_F4_M.jpg,0.983000842276209
D19_F5_M.jpg,0.9917157545658741
D20_F1_M.jpg,0.9923239632181873
D20_F2_M.jpg,0.9922952792548339
D20_F3_M.jpg,0.6174818152790179
D20_F4_M.jpg,0.9933856558177605
D20_F5_M.jpg,0.98408606592694
D21_F1_M.jpg,0.9917107921006346
D21_F2_M.jpg,0.9891681665801157
D21_F3_M.jpg,0.9943059367693402
D21_F4_M.jpg,0.9930878294864302
D21_F5_M.jpg,0.9775848812985607
D22_F1_M.jpg,0.9893547428156418
D22_F2_M.jpg,0.9912632547856051
D22_F3_M.jpg,0.9938207893579377
D22_F4_M.jpg,0.9832206914983457
D22_F5_M.jpg,0.9892665955905723
D23_F1_M.jpg,0.986451917370991
D23_F2_M.jpg,0.9898245895579454
D23_F3_M.jpg,0.9872032011297044
D23_F4_M.jpg,0.9899927642015027
D23_F5_M.jpg,0.9884429599495144
D24_F1_M.jpg,0.9853849427049667
D24_F2_M.jpg,0.9926913316121827
D24_F3_M.jpg,0.992311981332091
D24_F4_M.jpg,0.9893622285869873
D24_F5_M.jpg,0.9896542058153935
D25_F1_M.jpg,0.9895866203413828
D25_F2_M.jpg,0.991323362097966
D25_F3_M.jpg,0.9817346173689377
D25_F4_M.jpg,0.9892185103104916
D25_F5_M.jpg,0.9865968157355712
D26_F1_M.jpg,0.9892874696891456
D26_F2_M.jpg,0.9865152799440208
D26_F3_M.jpg,0.9712521585860477
D26_F4_M.jpg,0.9903750219653183
D26_F5_M.jpg,0.9852214592976354
D27_F1_M.jpg,0.9699134810254885
D27_F2_M.jpg,0.5376978579306274
D27_F3_M.jpg,0.9877247805056628
D27_F4_M.jpg,0.9740034898648052
D27_F5_M.jpg,0.9925128241623572
D28_F1_M.jpg,0.9907526835793237
D28_F2_M.jpg,0.974308152392651
D28_F3_M.jpg,0.9687892360588575
D28_F4_M.jpg,0.9855716163745455
D28_F5_M.jpg,0.9933128406673496
D29_F1_M.jpg,0.0
D29_F2_M.jpg,0.36862658336010234
D29_F3_M.jpg,0.9828827456793455
D29_F4_M.jpg,0.9607743321886888
D29_F5_M.jpg,0.7638004597154852
D30_F1_M.jpg,0.1761529216040565
D30_F2_M.jpg,0.9800315952184391
D30_F3_M.jpg,0.7516785043331656
D30_F4_M.jpg,0.6141470607813798
D30_F5_M.jpg,0.13696679103070933
D31_F1_M.jpg,0.9902526684440982
D31_F2_M.jpg,0.9874358902768605
D31_F3_M.jpg,0.9899032099714005
D31_F4_M.jpg,0.9897740672056856
D31_F5_M.jpg,0.9891398375144147
D32_F1_M.jpg,0.0
D32_F2_M.jpg,0.9754060017077356
D32_F3_M.jpg,0.9873297291830897
D32_F4_M.jpg,0.9789075425290261
D32_F5_M.jpg,0.9820854661628069
D33_F1_M.jpg,0.808844745665438
D33_F2_M.jpg,0.9928773947666928
D33_F3_M.jpg,0.0
D33_F4_M.jpg,0.9856536625355644
D33_F5_M.jpg,0.9866015834492288
D34_F1_M.jpg,0.9654309483931338
D34_F2_M.jpg,0.9912219639327996
D34_F3_M.jpg,0.9905177851688766
D34_F4_M.jpg,0.9889155508237446
D34_F5_M.jpg,0.9832756137345978
D35_F1_M.jpg,0.6928851965100743
D35_F2_M.jpg,0.9750854432028079
D35_F3_M.jpg,0.027334738930919013
D35_F4_M.jpg,0.9829091949297681
D35_F5_M.jpg,0.9455139498639787
D36_F1_M.jpg,0.0
D36_F2_M.jpg,0.6295589753833614
D36_F3_M.jpg,0.5984486731591105
D36_F4_M.jpg,0.0
D36_F5_M.jpg,0.7649417287056289
D37_F1_M.jpg,0.9631084951632245
D37_F2_M.jpg,0.9440356515357071
D37_F3_M.jpg,0.9469377211585578
D37_F4_M.jpg,0.989455579340533
D37_F5_M.jpg,0.9908182270721353
D38_F1_M.jpg,0.988293302155421
D38_F2_M.jpg,0.21793299517314654
D38_F3_M.jpg,0.9585117729855996
D38_F4_M.jpg,0.5246498708707997
D38_F5_M.jpg,0.9888688734355007
D39_F1_M.jpg,0.8487930607484102
D39_F2_M.jpg,0.9867855525670496
D39_F3_M.jpg,0.960626249521717
D39_F4_M.jpg,0.0
D39_F5_M.jpg,0.38752915520058956
D40_F1_M.jpg,0.40822236314420846
D40_F2_M.jpg,0.9549861824397833
D40_F3_M.jpg,0.0
D40_F4_M.jpg,0.9671513045217587
D40_F5_M.jpg,0.8800450868126988
D41_F1_M.jpg,0.0
D41_F2_M.jpg,0.9640086808430357
D41_F3_M.jpg,0.8297670633302261
D41_F4_M.jpg,0.5985388386236934
D41_F5_M.jpg,0.2866138049241514
D42_F1_M.jpg,0.6149007016850778
D42_F2_M.jpg,0.0
D42_F3_M.jpg,0.9546062158286777
D42_F4_M.jpg,0.38857347490873934
D42_F5_M.jpg,0.988925241606584
D43_F1_M.jpg,0.9906586358303437
D43_F2_M.jpg,0.07455543248414057
D43_F3_M.jpg,0.5739020581699954
D43_F4_M.jpg,0.9637880121863134
D43_F5_M.jpg,0.9836639916320649
D44_F1_M.jpg,0.936574338160762
D44_F2_M.jpg,0.9655645772149207
D44_F3_M.jpg,0.987797751434819
D44_F4_M.jpg,0.06480720563380435
D44_F5_M.jpg,0.9837280945798444
D45_F1_M.jpg,0.9892478595803184
D45_F2_M.jpg,0.9886890399015392
D45_F3_M.jpg,0.9889622594134233
D45_F4_M.jpg,0.13167006676363238
D45_F5_M.jpg,0.9886614373443205
D46_F1_M.jpg,0.9476444501270295
D46_F2_M.jpg,0.9814626243794747
D46_F3_M.jpg,0.6032743773230161
D46_F4_M.jpg,0.6160041461812085
D46_F5_M.jpg,0.8319896870383543
D47_F1_M.jpg,0.9914040035638071
D47_F2_M.jpg,0.9787747154170915
D47_F3_M.jpg,0.9405491006967849
D47_F4_M.jpg,0.32332399489859776
D47_F5_M.jpg,0.03953684522933686
D48_F1_M.jpg,0.9852843669320704
D48_F2_M.jpg,0.13301752377019177
D48_F3_M.jpg,0.25122623988913956
D48_F4_M.jpg,0.9840748715113334
D48_F5_M.jpg,0.9909129200811002
D49_F1_M.jpg,0.9874212021984046
D49_F2_M.jpg,0.9866564247090138
D49_F3_M.jpg,0.9861266478673875
D49_F4_M.jpg,0.6708121020496992
D49_F5_M.jpg,0.6248584559193125
D50_F1_M.jpg,0.9829337245649783
D50_F2_M.jpg,0.9621446759186798
D50_F3_M.jpg,0.9736629613717623
D50_F4_M.jpg,0.980949576264594
D50_F5_M.jpg,0.9820047820271055
